geoid,geoid20,year,denom_all_households,eli_count,eli_pct,vli_count,vli_pct,li_count,li_pct,mi_count,mi_pct,abmi_count,abmi_pct
1400000US06037107010,6037107010,2017,720.0,120.0,16.666666,240.0,33.333332,440.0,61.111111,535.0,74.305557,185.0,25.694445
1400000US06037294410,6037294410,2014,1595.0,405.0,25.39185,645.0,40.438873,905.0,56.739811,1120.0,70.219437,475.0,29.780563
1400000US06037432502,6037432502,2016,1544.0,225.0,14.572539,591.0,38.277203,932.0,60.362694,1120.0,72.538857,425.0,27.525908
1400000US06037433302,6037433302,2013,410.0,119.0,29.024391,257.0,62.682926,326.0,79.512192,346.0,84.390244,64.0,15.609756
1400000US06037201402,6037201402,2018,1440.0,290.0,20.138889,510.0,35.416668,840.0,58.333332,1030.0,71.527779,410.0,28.472221
1400000US06037408725,6037408725,2015,1815.0,485.0,26.721764,820.0,45.179062,1130.0,62.258953,1275.0,70.247932,540.0,29.752066
1400000US06037576401,6037576401,2015,1194.0,510.0,42.71357,870.0,72.864319,1065.0,89.195976,1119.0,93.71859,75.0,6.2814069
1400000US06037404203,6037404203,2017,724.0,150.0,20.718231,265.0,36.602211,425.0,58.701656,485.0,66.988953,240.0,33.14917
1400000US06037910606,6037910606,2013,689.0,140.0,20.319304,275.0,39.912918,425.0,61.683598,485.0,70.391869,204.0,29.608128
1400000US06037134002,6037134002,2016,1020.0,190.0,18.627451,435.0,42.64706,645.0,63.235294,720.0,70.588234,300.0,29.411764
1400000US06037576802,6037576802,2015,1899.0,239.0,12.585571,504.0,26.540285,1079.0,56.819378,1279.0,67.351234,620.0,32.648762
1400000US06037101300,6037101300,2017,1444.0,205.0,14.196676,304.0,21.052631,544.0,37.67313,664.0,45.983379,780.0,54.016621
1400000US06037125102,6037125102,2015,1367.0,235.0,17.190929,522.0,38.18581,782.0,57.205559,894.0,65.398682,472.0,34.528164
1400000US06037208302,6037208302,2019,1660.0,680.0,40.963856,1020.0,61.445782,1315.0,79.216866,1415.0,85.240967,245.0,14.759036
1400000US06037543305,6037543305,2015,983.0,128.0,13.021363,276.0,28.077314,523.0,53.204475,642.0,65.310272,341.0,34.689724
1400000US06037185102,6037185102,2018,1410.0,177.0,12.553191,296.0,20.992908,485.0,34.397163,556.0,39.432625,854.0,60.567375
1400000US06037134304,6037134304,2018,925.0,105.0,11.351352,220.0,23.783783,355.0,38.37838,530.0,57.297298,395.0,42.702702
1400000US06037503104,6037503104,2014,609.0,95.0,15.599343,164.0,26.929392,314.0,51.559933,409.0,67.159279,200.0,32.840721
1400000US06037702801,6037702801,2016,2192.0,344.0,15.693431,643.0,29.333942,997.0,45.483578,1132.0,51.642334,1061.0,48.403286
1400000US06037239701,6037239701,2014,1030.0,500.0,48.54369,725.0,70.388351,955.0,92.718445,1015.0,98.543686,15.0,1.4563106
1400000US06037216700,6037216700,2016,1590.0,300.0,18.867924,415.0,26.10063,660.0,41.509434,850.0,53.459118,740.0,46.540882
1400000US06037297300,6037297300,2016,749.0,90.0,12.016022,165.0,22.029373,320.0,42.723633,405.0,54.072098,344.0,45.927902
1400000US06037430721,6037430721,2015,1245.0,120.0,9.6385546,300.0,24.096386,505.0,40.562248,700.0,56.224899,545.0,43.775101
1400000US06037185102,6037185102,2014,1352.0,302.0,22.337278,501.0,37.056213,678.0,50.14793,761.0,56.286983,591.0,43.713017
1400000US06037261104,6037261104,2016,1013.0,65.0,6.4165845,117.0,11.549852,199.0,19.644619,240.0,23.692003,773.0,76.307999
1400000US06037481101,6037481101,2016,1429.0,200.0,13.995801,510.0,35.689293,950.0,66.480057,1115.0,78.026588,315.0,22.043386
1400000US06037550301,6037550301,2014,1302.0,98.0,7.5268817,242.0,18.58679,579.0,44.470047,785.0,60.291859,517.0,39.708141
1400000US06037106405,6037106405,2016,1170.0,300.0,25.641026,490.0,41.880341,800.0,68.376068,980.0,83.760681,190.0,16.239317
1400000US06037265303,6037265303,2016,1444.0,970.0,67.174515,1130.0,78.254845,1289.0,89.26593,1329.0,92.036011,115.0,7.9639888
1400000US06037600703,6037600703,2018,960.0,115.0,11.979167,215.0,22.395834,370.0,38.541668,455.0,47.395832,505.0,52.604168
1400000US06037920120,6037920120,2019,351.0,17.0,4.8433046,35.0,9.9715099,68.0,19.373219,95.0,27.065527,257.0,73.219376
1400000US06037240902,6037240902,2014,904.0,323.0,35.730087,551.0,60.951328,786.0,86.946899,810.0,89.601768,94.0,10.398231
1400000US06037109100,6037109100,2019,769.0,120.0,15.604681,305.0,39.6619,445.0,57.867359,540.0,70.221069,230.0,29.908972
1400000US06037480400,6037480400,2016,2295.0,440.0,19.172113,715.0,31.154684,1095.0,47.712418,1375.0,59.912853,920.0,40.087147
1400000US06037208620,6037208620,2015,1650.0,485.0,29.39394,845.0,51.21212,1175.0,71.21212,1330.0,80.606064,320.0,19.39394
1400000US06037123206,6037123206,2013,835.0,265.0,31.736526,415.0,49.7006,655.0,78.443115,720.0,86.227547,115.0,13.772455
1400000US06037400206,6037400206,2019,1588.0,77.0,4.8488665,186.0,11.712847,394.0,24.811083,521.0,32.808563,1068.0,67.25441
1400000US06037183520,6037183520,2019,1140.0,280.0,24.561403,550.0,48.245613,780.0,68.421051,885.0,77.631577,255.0,22.368422
1400000US06037207501,6037207501,2017,1375.0,250.0,18.181818,365.0,26.545454,565.0,41.090908,695.0,50.545456,680.0,49.454544
1400000US06037430902,6037430902,2018,1557.0,181.0,11.62492,382.0,24.534361,578.0,37.122673,783.0,50.289017,774.0,49.710983
1400000US06037236001,6037236001,2019,1197.0,112.0,9.3567247,268.0,22.389307,449.0,37.510445,611.0,51.044277,586.0,48.955723
1400000US06037137104,6037137104,2013,1059.0,50.0,4.7214355,100.0,9.4428711,325.0,30.689329,385.0,36.355053,675.0,63.739376
1400000US06037211922,6037211922,2018,1320.0,225.0,17.045454,505.0,38.257576,805.0,60.984848,1025.0,77.651512,295.0,22.348484
1400000US06037554302,6037554302,2014,1164.0,239.0,20.532646,519.0,44.587627,749.0,64.347076,849.0,72.938141,315.0,27.061855
1400000US06037433901,6037433901,2013,1229.0,400.0,32.546787,805.0,65.500404,960.0,78.112289,999.0,81.285599,230.0,18.714401
1400000US06037203100,6037203100,2018,1225.0,475.0,38.775509,820.0,66.938774,1025.0,83.67347,1105.0,90.204079,120.0,9.7959185
1400000US06037542602,6037542602,2014,1402.0,389.0,27.746077,673.0,48.002853,1042.0,74.322395,1152.0,82.168327,250.0,17.831669
1400000US06037432601,6037432601,2014,1780.0,450.0,25.280899,795.0,44.662922,1250.0,70.224716,1390.0,78.08989,390.0,21.910112
1400000US06037271703,6037271703,2018,1257.0,125.0,9.9443121,214.0,17.024662,375.0,29.832935,489.0,38.902149,768.0,61.097851
1400000US06037571505,6037571505,2014,859.0,108.0,12.572759,234.0,27.240978,328.0,38.183933,379.0,44.121071,480.0,55.878929
1400000US06037191120,6037191120,2016,1650.0,580.0,35.151516,1060.0,64.242424,1355.0,82.121216,1460.0,88.484848,190.0,11.515152
1400000US06037201602,6037201602,2019,835.0,250.0,29.940121,365.0,43.712574,565.0,67.664673,640.0,76.646706,195.0,23.353292
1400000US06037265410,6037265410,2014,631.0,46.0,7.2900157,117.0,18.541996,152.0,24.088749,171.0,27.099842,460.0,72.900162
1400000US06037530203,6037530203,2013,980.0,150.0,15.306123,390.0,39.795918,585.0,59.693878,630.0,64.285713,350.0,35.714287
1400000US06037183221,6037183221,2018,1055.0,165.0,15.639811,370.0,35.071091,565.0,53.554501,675.0,63.981041,380.0,36.018959
1400000US06037211310,6037211310,2015,1294.0,500.0,38.639877,825.0,63.755795,1054.0,81.452858,1189.0,91.885628,105.0,8.1143742
1400000US06037403317,6037403317,2018,1557.0,86.0,5.5234427,227.0,14.579319,446.0,28.644831,603.0,38.728325,955.0,61.335903
1400000US06037910606,6037910606,2016,805.0,175.0,21.73913,345.0,42.857143,610.0,75.776398,690.0,85.714287,115.0,14.285714
1400000US06037600912,6037600912,2017,1500.0,340.0,22.666666,645.0,43.0,1055.0,70.333336,1155.0,77.0,345.0,23.0
1400000US06037910721,6037910721,2018,1201.0,237.0,19.733555,481.0,40.049957,738.0,61.448792,874.0,72.77269,328.0,27.310574
1400000US06037530005,6037530005,2018,1420.0,270.0,19.014084,370.0,26.056337,540.0,38.028168,740.0,52.112675,680.0,47.887325
1400000US06037226410,6037226410,2018,869.0,250.0,28.7687,545.0,62.715767,795.0,91.484467,849.0,97.698502,20.0,2.301496
1400000US06037551802,6037551802,2019,1157.0,139.0,12.013829,288.0,24.891962,586.0,50.648228,740.0,63.958515,417.0,36.041485
1400000US06037403721,6037403721,2017,1569.0,255.0,16.25239,490.0,31.230083,810.0,51.62524,924.0,58.891014,645.0,41.108986
1400000US06037294701,6037294701,2013,800.0,295.0,36.875,470.0,58.75,685.0,85.625,720.0,90.0,80.0,10.0
1400000US06037433307,6037433307,2015,883.0,196.0,22.197056,323.0,36.579842,568.0,64.326164,642.0,72.70668,240.0,27.180067
1400000US06037186301,6037186301,2018,886.0,234.0,26.410835,369.0,41.647854,583.0,65.801353,652.0,73.589165,234.0,26.410835
1400000US06037264304,6037264304,2017,1479.0,194.0,13.116971,322.0,21.771467,484.0,32.724815,564.0,38.133873,914.0,61.798512
1400000US06037127711,6037127711,2013,1134.0,175.0,15.432098,360.0,31.746031,524.0,46.208115,699.0,61.640213,435.0,38.359787
1400000US06037910504,6037910504,2019,1185.0,345.0,29.113924,575.0,48.523209,955.0,80.590714,1025.0,86.497887,160.0,13.50211
1400000US06037599000,6037599000,2018,1461.0,264.0,18.069815,449.0,30.732374,743.0,50.855579,773.0,52.908966,688.0,47.091034
1400000US06037555002,6037555002,2015,1029.0,84.0,8.1632652,249.0,24.19825,509.0,49.4655,639.0,62.099125,390.0,37.900875
1400000US06037534201,6037534201,2018,1000.0,300.0,30.0,515.0,51.5,800.0,80.0,860.0,86.0,140.0,14.0
1400000US06037460101,6037460101,2016,2391.0,221.0,9.2429943,363.0,15.181932,765.0,31.994982,898.0,37.557507,1493.0,62.442493
1400000US06037104701,6037104701,2018,955.0,390.0,40.837696,700.0,73.298431,825.0,86.387436,900.0,94.240837,55.0,5.7591624
1400000US06037554801,6037554801,2019,724.0,180.0,24.861879,310.0,42.81768,495.0,68.370163,575.0,79.419891,150.0,20.718231
1400000US06037206301,6037206301,2019,534.0,475.0,88.951309,518.0,97.003746,522.0,97.752808,533.0,99.812737,0.0,0.0
1400000US06037481902,6037481902,2017,1045.0,150.0,14.354067,240.0,22.966507,510.0,48.803829,620.0,59.330143,425.0,40.669857
1400000US06037320101,6037320101,2018,645.0,82.0,12.713179,197.0,30.542635,308.0,47.751938,394.0,61.08527,251.0,38.91473
1400000US06037531202,6037531202,2017,1160.0,250.0,21.551723,510.0,43.965519,890.0,76.724136,1065.0,91.810349,95.0,8.1896553
1400000US06037603705,6037603705,2017,901.0,162.0,17.980022,299.0,33.185349,562.0,62.375137,661.0,73.36293,242.0,26.859045
1400000US06037900610,6037900610,2014,1404.0,294.0,20.94017,597.0,42.521366,1069.0,76.139603,1175.0,83.689461,228.0,16.239317
1400000US06037183104,6037183104,2014,761.0,54.0,7.0959263,168.0,22.076216,356.0,46.780552,405.0,53.219448,356.0,46.780552
1400000US06037300701,6037300701,2018,2130.0,95.0,4.460094,180.0,8.4507046,385.0,18.075117,490.0,23.004694,1640.0,76.995308
1400000US06037570304,6037570304,2013,1450.0,430.0,29.655172,680.0,46.896553,1085.0,74.827583,1210.0,83.448273,240.0,16.551723
1400000US06037501503,6037501503,2017,1880.0,245.0,13.031915,510.0,27.127659,905.0,48.138298,1155.0,61.436169,725.0,38.563831
1400000US06037111201,6037111201,2018,1130.0,75.0,6.6371679,235.0,20.796461,390.0,34.513275,490.0,43.362831,640.0,56.637169
1400000US06037541801,6037541801,2017,1255.0,255.0,20.318726,590.0,47.011951,900.0,71.71315,1085.0,86.454185,170.0,13.545816
1400000US06037501802,6037501802,2019,1180.0,190.0,16.101694,415.0,35.169491,645.0,54.661018,810.0,68.644066,370.0,31.355932
1400000US06037113324,6037113324,2019,788.0,139.0,17.639593,257.0,32.614212,375.0,47.588833,503.0,63.832489,285.0,36.167511
1400000US06037540902,6037540902,2016,1475.0,405.0,27.457626,560.0,37.966103,950.0,64.406776,1085.0,73.559319,390.0,26.440678
1400000US06037406602,6037406602,2018,1285.0,145.0,11.284047,250.0,19.455254,540.0,42.023346,765.0,59.533073,520.0,40.466927
1400000US06037214100,6037214100,2016,1750.0,200.0,11.428572,320.0,18.285715,510.0,29.142857,590.0,33.714287,1160.0,66.285713
1400000US06037910714,6037910714,2017,905.0,130.0,14.364641,310.0,34.254143,625.0,69.060776,730.0,80.662987,175.0,19.337017
1400000US06037207501,6037207501,2018,1385.0,265.0,19.133574,395.0,28.519855,600.0,43.321301,735.0,53.068592,650.0,46.931408
1400000US06037570001,6037570001,2019,1464.0,245.0,16.734972,440.0,30.054646,665.0,45.423496,824.0,56.284153,640.0,43.715847
1400000US06037300100,6037300100,2014,1942.0,85.0,4.3769312,205.0,10.556128,420.0,21.627188,490.0,25.23172,1453.0,74.819771
1400000US06037463601,6037463601,2015,3440.0,380.0,11.046512,500.0,14.534883,840.0,24.418604,1340.0,38.953487,2100.0,61.046513
1400000US06037240010,6037240010,2018,975.0,385.0,39.487179,605.0,62.051281,865.0,88.717949,900.0,92.307693,75.0,7.6923075
1400000US06037212204,6037212204,2018,1255.0,475.0,37.848606,830.0,66.13546,1090.0,86.852592,1180.0,94.023903,75.0,5.9760957
1400000US06037275312,6037275312,2015,1119.0,130.0,11.617516,242.0,21.626451,406.0,36.282394,454.0,40.571938,664.0,59.338696
1400000US06037403316,6037403316,2014,2288.0,129.0,5.6381121,357.0,15.603147,719.0,31.424826,937.0,40.952797,1350.0,59.003498
1400000US06037901300,6037901300,2018,1550.0,327.0,21.096775,618.0,39.870968,889.0,57.354839,1091.0,70.3871,459.0,29.612904
1400000US06037224410,6037224410,2019,1084.0,544.0,50.184502,804.0,74.169739,999.0,92.158669,1009.0,93.081184,75.0,6.918819
1400000US06037211320,6037211320,2017,1230.0,430.0,34.959351,670.0,54.471546,1010.0,82.113823,1085.0,88.21138,145.0,11.788618
1400000US06037271702,6037271702,2017,1900.0,414.0,21.789474,589.0,31.0,928.0,48.842106,1083.0,57.0,818.0,43.052631
1400000US06037910706,6037910706,2019,1447.0,299.0,20.663441,647.0,44.7132,1074.0,74.222527,1202.0,83.06842,245.0,16.931583
1400000US06037555211,6037555211,2019,1363.0,520.0,38.151138,723.0,53.044754,1075.0,78.87014,1199.0,87.96772,164.0,12.032282
1400000US06037121020,6037121020,2017,1055.0,145.0,13.744076,325.0,30.805687,690.0,65.402847,820.0,77.725121,235.0,22.274881
1400000US06037603400,6037603400,2013,1390.0,175.0,12.589928,435.0,31.294964,790.0,56.834534,970.0,69.784172,420.0,30.215828
1400000US06037553100,6037553100,2017,1799.0,125.0,6.9483047,309.0,17.176208,753.0,41.856586,1067.0,59.31073,733.0,40.744858
1400000US06037553201,6037553201,2016,1054.0,146.0,13.851993,297.0,28.178368,532.0,50.474384,688.0,65.275139,367.0,34.819733
1400000US06037123410,6037123410,2013,1205.0,420.0,34.854771,645.0,53.52697,895.0,74.273857,955.0,79.253113,250.0,20.746887
1400000US06037191204,6037191204,2014,790.0,265.0,33.544304,415.0,52.531647,635.0,80.379745,695.0,87.974686,95.0,12.025316
1400000US06037575103,6037575103,2015,1980.0,597.0,30.151516,975.0,49.242424,1353.0,68.333336,1512.0,76.36364,468.0,23.636364
1400000US06037601900,6037601900,2014,1285.0,400.0,31.128405,755.0,58.754864,955.0,74.319069,1100.0,85.603111,185.0,14.396887
1400000US06037401706,6037401706,2013,1472.0,271.0,18.410326,582.0,39.538044,858.0,58.288044,978.0,66.440216,494.0,33.559784
1400000US06037207102,6037207102,2018,1220.0,540.0,44.262295,770.0,63.114754,855.0,70.08197,925.0,75.819672,295.0,24.180328
1400000US06037533701,6037533701,2014,930.0,365.0,39.247311,495.0,53.225807,665.0,71.505379,815.0,87.634407,115.0,12.365591
1400000US06037900805,6037900805,2014,1380.0,185.0,13.405797,440.0,31.884058,775.0,56.15942,920.0,66.666664,460.0,33.333332
1400000US06037204700,6037204700,2013,1130.0,335.0,29.646017,670.0,59.292034,805.0,71.238937,935.0,82.743362,195.0,17.256638
1400000US06037533803,6037533803,2017,1617.0,489.0,30.241188,852.0,52.690166,1260.0,77.922081,1406.0,86.951141,211.0,13.048856
1400000US06037554600,6037554600,2017,1256.0,219.0,17.436306,398.0,31.687899,732.0,58.280254,822.0,65.445862,434.0,34.554142
1400000US06037211910,6037211910,2013,1705.0,405.0,23.753666,715.0,41.935482,1190.0,69.794724,1430.0,83.870964,275.0,16.129032
1400000US06037228710,6037228710,2018,980.0,395.0,40.306122,680.0,69.387756,845.0,86.224487,900.0,91.836731,80.0,8.1632652
1400000US06037571102,6037571102,2017,1310.0,65.0,4.961832,210.0,16.030535,465.0,35.496181,635.0,48.473282,675.0,51.526718
1400000US06037296600,6037296600,2017,1920.0,625.0,32.552082,1130.0,58.854168,1500.0,78.125,1635.0,85.15625,285.0,14.84375
1400000US06037433804,6037433804,2013,1329.0,299.0,22.498119,686.0,51.617756,967.0,72.761475,1101.0,82.844246,229.0,17.231001
1400000US06037181000,6037181000,2016,2260.0,285.0,12.61062,355.0,15.707965,695.0,30.752213,870.0,38.495575,1390.0,61.504425
1400000US06037265602,6037265602,2014,1495.0,225.0,15.050167,310.0,20.735786,400.0,26.755854,505.0,33.779263,990.0,66.220734
1400000US06037123902,6037123902,2019,1075.0,255.0,23.72093,350.0,32.55814,555.0,51.627907,765.0,71.162788,310.0,28.83721
1400000US06037302504,6037302504,2015,1465.0,510.0,34.812286,795.0,54.266212,1110.0,75.767921,1225.0,83.617744,240.0,16.382252
1400000US06037620301,6037620301,2018,1660.0,70.0,4.2168674,150.0,9.0361443,340.0,20.481928,505.0,30.421686,1155.0,69.578316
1400000US06037310602,6037310602,2017,1099.0,69.0,6.2784348,164.0,14.922657,394.0,35.850773,524.0,47.67971,575.0,52.32029
1400000US06037575802,6037575802,2019,1624.0,639.0,39.34729,984.0,60.591133,1349.0,83.066505,1449.0,89.224136,175.0,10.775862
1400000US06037272202,6037272202,2016,1620.0,165.0,10.185185,515.0,31.790123,735.0,45.370369,890.0,54.938271,730.0,45.061729
1400000US06037432502,6037432502,2013,1438.0,234.0,16.2726,503.0,34.979137,806.0,56.050068,1037.0,72.114044,400.0,27.816412
1400000US06037703200,6037703200,2016,2285.0,200.0,8.7527351,440.0,19.256018,795.0,34.792122,900.0,39.38731,1385.0,60.61269
1400000US06037310602,6037310602,2019,1055.0,125.0,11.848341,305.0,28.909952,455.0,43.12796,610.0,57.819904,445.0,42.180096
1400000US06037271704,6037271704,2013,1478.0,180.0,12.178619,267.0,18.064953,450.0,30.446548,654.0,44.248985,823.0,55.683357
1400000US06037603801,6037603801,2016,1445.0,320.0,22.145329,655.0,45.32872,935.0,64.705879,1025.0,70.934258,420.0,29.065744
1400000US06037533501,6037533501,2016,770.0,260.0,33.766235,500.0,64.935066,650.0,84.415581,700.0,90.909088,70.0,9.090909
1400000US06037650101,6037650101,2013,2095.0,194.0,9.2601433,412.0,19.665871,585.0,27.923628,862.0,41.145584,1235.0,58.949883
1400000US06037209201,6037209201,2015,620.0,229.0,36.935482,346.0,55.80645,401.0,64.677422,430.0,69.354836,190.0,30.645161
1400000US06037127804,6037127804,2019,1650.0,370.0,22.424242,725.0,43.939392,1130.0,68.484848,1300.0,78.78788,350.0,21.212122
1400000US06037199202,6037199202,2019,925.0,195.0,21.081081,345.0,37.297298,540.0,58.37838,625.0,67.567566,300.0,32.432434
1400000US06037920047,6037920047,2014,1240.0,219.0,17.661291,485.0,39.112904,673.0,54.274193,850.0,68.548386,390.0,31.451612
1400000US06037127104,6037127104,2018,1280.0,245.0,19.140625,595.0,46.484375,850.0,66.40625,915.0,71.484375,365.0,28.515625
1400000US06037195720,6037195720,2019,859.0,250.0,29.103609,430.0,50.058208,615.0,71.594879,659.0,76.71711,200.0,23.282887
1400000US06037294421,6037294421,2016,945.0,230.0,24.338625,455.0,48.148148,620.0,65.608467,710.0,75.132278,235.0,24.867725
1400000US06037577900,6037577900,2013,2059.0,219.0,10.636231,398.0,19.329771,751.0,36.474018,1176.0,57.115105,883.0,42.884895
1400000US06037203900,6037203900,2014,663.0,185.0,27.903469,345.0,52.036198,560.0,84.464554,615.0,92.760178,49.0,7.3906484
1400000US06037920016,6037920016,2019,1157.0,34.0,2.9386344,118.0,10.19879,246.0,21.261885,379.0,32.75713,778.0,67.242867
1400000US06037212203,6037212203,2013,1078.0,445.0,41.280148,735.0,68.181816,944.0,87.569572,1029.0,95.454544,49.0,4.5454545
1400000US06037123303,6037123303,2015,940.0,270.0,28.723404,480.0,51.063831,660.0,70.212769,740.0,78.723404,200.0,21.276596
1400000US06037212306,6037212306,2013,1154.0,335.0,29.029463,714.0,61.87175,914.0,79.202774,1014.0,87.868286,140.0,12.131716
1400000US06037195804,6037195804,2017,1025.0,180.0,17.560976,320.0,31.219513,520.0,50.731709,660.0,64.390244,365.0,35.609756
1400000US06037275605,6037275605,2013,1474.0,137.0,9.2944365,292.0,19.810041,419.0,28.426052,592.0,40.162823,883.0,59.905022
1400000US06037208903,6037208903,2016,1170.0,475.0,40.598289,775.0,66.239319,1040.0,88.888885,1120.0,95.726494,50.0,4.2735043
1400000US06037301300,6037301300,2013,714.0,15.0,2.1008403,25.0,3.5014005,104.0,14.565826,124.0,17.366947,590.0,82.633057
1400000US06037670417,6037670417,2016,1153.0,84.0,7.2853427,130.0,11.274935,228.0,19.774502,296.0,25.672159,857.0,74.327843
1400000US06037533300,6037533300,2013,790.0,320.0,40.506329,450.0,56.962025,570.0,72.151901,665.0,84.177216,125.0,15.822784
1400000US06037234902,6037234902,2013,1440.0,580.0,40.277779,815.0,56.597221,1150.0,79.861115,1295.0,89.930557,145.0,10.069445
1400000US06037553201,6037553201,2013,1060.0,105.0,9.9056606,245.0,23.113207,498.0,46.981133,590.0,55.660378,469.0,44.245281
1400000US06037572600,6037572600,2018,1230.0,145.0,11.788618,375.0,30.487804,665.0,54.065041,750.0,60.975609,480.0,39.024391
1400000US06037189801,6037189801,2018,1300.0,149.0,11.461538,363.0,27.923077,487.0,37.46154,616.0,47.384617,684.0,52.615383
1400000US06037404203,6037404203,2015,729.0,180.0,24.691359,310.0,42.524006,490.0,67.215363,560.0,76.817558,170.0,23.319616
1400000US06037241300,6037241300,2016,685.0,250.0,36.496349,395.0,57.664234,480.0,70.07299,570.0,83.211678,115.0,16.788321
1400000US06037197420,6037197420,2014,1300.0,255.0,19.615385,520.0,40.0,650.0,50.0,720.0,55.384617,580.0,44.615383
1400000US06037235202,6037235202,2014,1805.0,835.0,46.260387,1190.0,65.927979,1485.0,82.271469,1550.0,85.872574,255.0,14.127424
1400000US06037218400,6037218400,2018,1410.0,295.0,20.921986,610.0,43.262413,870.0,61.702129,1035.0,73.404259,375.0,26.595745
1400000US06037651304,6037651304,2013,2297.0,159.0,6.9220724,239.0,10.404876,498.0,21.680452,677.0,29.473227,1621.0,70.570313
1400000US06037127603,6037127603,2015,871.0,228.0,26.176807,407.0,46.727898,656.0,75.315727,676.0,77.611938,194.0,22.273249
1400000US06037103102,6037103102,2013,1670.0,215.0,12.874251,385.0,23.053892,670.0,40.119759,860.0,51.497005,810.0,48.502995
1400000US06037577504,6037577504,2015,735.0,95.0,12.92517,165.0,22.44898,220.0,29.931973,260.0,35.374149,475.0,64.625847
1400000US06037670002,6037670002,2013,1455.0,245.0,16.838488,470.0,32.302406,720.0,49.484535,840.0,57.73196,615.0,42.26804
1400000US06037600902,6037600902,2014,2480.0,650.0,26.209677,1270.0,51.209679,1800.0,72.580643,2000.0,80.645164,480.0,19.354839
1400000US06037301702,6037301702,2015,1926.0,411.0,21.339563,888.0,46.105919,1165.0,60.48806,1356.0,70.404984,570.0,29.595016
1400000US06037189400,6037189400,2015,1815.0,185.0,10.192838,275.0,15.151515,460.0,25.344353,625.0,34.435261,1190.0,65.564735
1400000US06037216902,6037216902,2017,880.0,123.0,13.977273,250.0,28.40909,395.0,44.886364,452.0,51.363636,427.0,48.522728
1400000US06037187102,6037187102,2014,1122.0,120.0,10.695188,394.0,35.115864,693.0,61.764706,833.0,74.242424,289.0,25.757576
1400000US06037402601,6037402601,2017,1104.0,263.0,23.822464,524.0,47.463768,737.0,66.757248,803.0,72.735504,301.0,27.264492
1400000US06037132301,6037132301,2019,1234.0,328.0,26.580227,592.0,47.974068,821.0,66.531601,907.0,73.500809,326.0,26.418152
1400000US06037134103,6037134103,2014,1295.0,240.0,18.532818,430.0,33.204632,670.0,51.737453,825.0,63.706562,470.0,36.293438
1400000US06037430801,6037430801,2013,2405.0,275.0,11.434511,625.0,25.987526,945.0,39.29314,1285.0,53.430355,1120.0,46.569645
1400000US06037650903,6037650903,2014,1352.0,141.0,10.428994,266.0,19.674557,423.0,31.286982,545.0,40.31065,808.0,59.763313
1400000US06037670101,6037670101,2019,1800.0,409.0,22.722221,649.0,36.055557,931.0,51.722221,1128.0,62.666668,672.0,37.333332
1400000US06037265420,6037265420,2014,758.0,100.0,13.192612,108.0,14.248021,168.0,22.163588,213.0,28.100264,545.0,71.899734
1400000US06037401802,6037401802,2015,1097.0,116.0,10.574293,246.0,22.424795,352.0,32.087513,446.0,40.656334,650.0,59.252506
1400000US06037132700,6037132700,2013,1480.0,340.0,22.972973,690.0,46.62162,925.0,62.5,1100.0,74.324326,380.0,25.675676
1400000US06037920312,6037920312,2018,1916.0,170.0,8.8726511,459.0,23.95616,763.0,39.822548,938.0,48.956158,978.0,51.043842
1400000US06037553300,6037553300,2017,1000.0,215.0,21.5,480.0,48.0,660.0,66.0,730.0,73.0,270.0,27.0
1400000US06037302003,6037302003,2013,1379.0,470.0,34.082668,759.0,55.039883,939.0,68.092819,1004.0,72.806381,375.0,27.193619
1400000US06037980035,6037980035,2013,1841.0,309.0,16.784357,641.0,34.818035,1170.0,63.552418,1283.0,69.690384,558.0,30.309614
1400000US06037218400,6037218400,2014,1510.0,500.0,33.112583,785.0,51.986755,1180.0,78.145699,1280.0,84.768211,230.0,15.231788
1400000US06037621400,6037621400,2018,1865.0,110.0,5.8981233,285.0,15.281502,485.0,26.005362,625.0,33.512066,1240.0,66.487938
1400000US06037701702,6037701702,2018,1740.0,290.0,16.666666,520.0,29.885057,760.0,43.678162,895.0,51.436783,845.0,48.563217
1400000US06037141306,6037141306,2018,1360.0,195.0,14.338235,284.0,20.882353,435.0,31.985294,533.0,39.191177,828.0,60.882355
1400000US06037221210,6037221210,2019,875.0,285.0,32.57143,450.0,51.42857,710.0,81.14286,760.0,86.85714,115.0,13.142858
1400000US06037532200,6037532200,2015,1820.0,310.0,17.032967,745.0,40.934067,1350.0,74.175827,1575.0,86.53846,245.0,13.461538
1400000US06037553702,6037553702,2013,1091.0,252.0,23.098076,628.0,57.561871,814.0,74.610451,936.0,85.792854,155.0,14.20715
1400000US06037575002,6037575002,2017,1874.0,275.0,14.674493,410.0,21.878336,730.0,38.954109,1030.0,54.962646,845.0,45.090714
1400000US06037232300,6037232300,2014,1015.0,315.0,31.034483,560.0,55.172413,745.0,73.399017,845.0,83.251228,170.0,16.748768
1400000US06037481711,6037481711,2019,1380.0,495.0,35.869564,765.0,55.434784,1070.0,77.536232,1175.0,85.144928,205.0,14.855072
1400000US06037543705,6037543705,2018,892.0,160.0,17.93722,246.0,27.578476,408.0,45.73991,494.0,55.381165,398.0,44.618835
1400000US06037143801,6037143801,2014,1309.0,99.0,7.563025,184.0,14.056532,280.0,21.390375,420.0,32.08556,889.0,67.914436
